,Abstract Text,Fatal,Fault,Job,Incident Severity,Cause,COMMENT1
486,,yes,company,manufacturing,5,negligence,"At approximately 10:00 a.m. on February 21, 2017, an employee, who had just completed inspecting parts at a table behind Press Number 23, left the area and started walking toward the entrance to the shipping department. While walking from the shipping department, the employee was struck by the right front tire of a high-low fork truck. The employee sustained a crushing injury to his right foot and needed reconstructive surgery to repair the damage to his right elbow resulting in a four night hospitalization. "
487,,unknown,employee,manufacturing,4,humanerror,"At 1:30 p.m. on April 9, 2017, Employee #1, a Gram Filler Operator, was conducting production line cleaning and inspection operations. The employee reached into the pneumatic driven Sudmo valve 4326 to clear out a suspected food allergen. An air blow initiated at the same time, causing the orbital valve to cycle and trap the employee's left hand. The employee was under the impression that the valves were locked out because the Gram Filler had been effectively locked out. However, the filler and valves have independent sources of hazardous energy. Employee #1 sustained a four inch laceration across the palm of her left hand and was transported to a local hospital for evaluation and treatment. "
488,,yes,employee,manufacturing,5,unknown,"At 1:45 p.m. on April 9, 2017, Employee #1 was cutting pork loins using a band saw. The employee's hand struck against the blade, cutting off the tip of his right pointer finger. "
489,,yes,employee,manufacturing,5,misusedeqip,"At 12:30 p.m. on April 8, 2017, Employee #1, a press brake operator, and a coworker were both bending a metal part: Shell, Cover, UDM, #Arxium P/N 10-501104-000A (Trend P/N 105990), on the Cincinnati 90 Ton Press D42, Serial #52287, using a foot pedal.  The employee and the coworker would hold one end of the part and make a total of eight different bends until it was the intended shape of a metal box.  After their lunch break, Employee #1 and the coworker started on a new box, but noticed that one of the corners of the box was not shaped the way it was designed.  When this happened, the press brake operators would make various holding adjustments and switch sides.  The two switched sides, but Employee #1 did not notice that on the new side, his arm was now positioned underneath the die of the press brake.  When the foot pedal was activated, Employee #1s right arm was caught and pinched underneath the die, crushing his forearm, and causing multiple fractures, as well as tissue and nerve damage. Employee #1 was hospitalized for his injuries. "
490,,unknown,employee,other,5,slip,"At 11:10 p.m. on April 8, 2017, Employee #1 heard someone screaming. The screaming was coming from outside of the building where the employee worked. The employee ran up a flight of concrete stairs to find out what was happening and provide assistance to the person in distress.  As the employee was running up the stairs, she stumbled and fell onto both of her knees. Employee #1 sustained severe injuries to both of her knees. "
491,,unknown,employee,construction,4,kickback,"At 11:15 a.m. on April 8, 2017, Employee #1, employed by a construction contractor, was engaged in installing a water pipe at a multifamily residential construction project.  He initially was operating an excavator. Employee #1 climbed down from the excavation to cut a 10-inch water pipe.  He used a Stihl Cut-off Saw, Model Number T5420.  The saw kicked back and struck Employee #1's face.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for facial lacerations that extended from underneath his left eye down to underneath his jaw. "
492,,unknown,employee,construction,3,trip,"At 11:15 a.m. on April 8, 2017, Employee #1, employed by a concrete castings producer, was performing a concrete baluster installation at a residential building.  He first removed the concrete balusters from a bedroom balcony in preparation for resetting them.  Employee #1 then walked into the bedroom. When he returned to the balcony, he fell off the edge.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for a fractured left wrist, a fractured right leg, and abrasions. The subsequent investigation indicated Employee #1 may have tripped over the balusters before falling. "
493,,yes,employee,manufacturing,5,misuse,"At 11:00 a.m. on April 8, 2017, Employee #1 was operating a Stock Picker Crown Truck, Model 48, Type E, Serial number 1A178734, loading boxed bed frames onto the picker from aisle 67C. The boxed bed frames were 6.5 feet long by 8 inches wide.The Crown Stock Picker uses a wire guidance system built into the powered industrial truck. When starting to exit the aisle, the Crown Stock Picker's guidance system turned off and jerked the Crown Stock Picker to the left. With the guidance system off, the bed frame box hit the pallet rack, and the boxed bed frame pushed back into the employees right leg. The employee sustained an open fracture wound to both bones in the lower half of his right leg. "
494,,unknown,employee,agriculture,4,animalrelated,"At 9:00 a.m. on April 8, 2017, Employee #1 was taking a horse for an exercise ride. As the employee  entered the racetrack area, the horse became startled, began to buck, and fell over. Employee #1 fell to the ground, fracturing his left hand and rupturing his ligaments. "
495,,yes,employee,construction,5,unknown,"At approximately 8:45 a.m. on April 8, 2017, an employee was tearing boards off the walls of the garage with a hammer. The roof of the garage fell onto the employee and struck his head. The employee was killed. "
